Rank,Company,City,Country,Funding,Industry,Employees,Revenue,Growth %
9016,Angel Studios,,,,Entertainm...,308,$78.9M,52%
9017,Horsburgh and S...,Cleveland,USA,,Machinery,181,$70.3M,7%
9018,World in Sport,London,UK,,Sports,201,$35.4M,50%
9019,R.W. Beckett Co...,North Ridg...,USA,,Energy/Oil,139,$34.1M,7%
9020,Element Materia...,Broken Arr...,USA,,Engineerin...,806,$112.8M,7%
9021,Job Impulse,Greenville,USA,,HR,76,$15.3M,20%
9022,Entocycle,London,UK,,Biotech,48,$7.4M,39%
9023,Arcis Golf,Dallas,USA,,Hospitalit...,811,$288.4M,7%
9024,Fortis Life Sci...,,,,Biotech,154,$23.9M,7%
9025,NOVO Health Ser...,Atlanta,USA,,Hospital/H...,310,$104.6M,10%
9026,PennEngineering,Pipersvill...,USA,,Engineerin...,755,$105.7M,9%
9027,Acclaim Technic...,Washington...,USA,,Defense,297,$100.6M,7%
9028,Orion Lighting,Manitowoc,USA,,Electronic...,240,$75M,7%
9029,Dircks Company,Phoenix,USA,,Logistics,83,$25.3M,6%
9030,HEO Robotics,Sydney,AUS,,Aviation,56,$12.4M,72%
9031,Hartmann GmbH -...,Hainichen,,,Medical Eq...,56,$14.1M,70%
9032,Harmac Medical ...,Buffalo,USA,,Medical Eq...,345,$86.6M,10%
9033,Unsung Heroes -...,Warsaw,Poland,,Education,56,$4.5M,70%
9034,Anderson Proces...,Brookfield,USA,,Supplies,126,$15M,7%
9035,Organ Preservat...,Columbia,USA,,Biotech,65,$10.1M,20%
9036,Andrew Roby,Charlotte,USA,,Constructi...,98,$28.4M,7%
9037,Canal Insurance...,Greenville,USA,,Insurance,301,$64.9M,10%
9038,Climate Fresk,Paris,FRA,,Business S...,405,$0,55%
9039,Atlantis,Washington...,USA,,Education,789,$198.8M,66%
9040,Larimar Therape...,Bala Cynwy...,USA,,Biotech,55,$8.5M,41%
9041,InflaRx,Jena,,$64.1M,Biotech,61,$5.1M,47%
9042,VIPcare,Tampa,USA,,Hospital/H...,399,$134.7M,52%
9043,Journi - Smart ...,Vienna,,,AI,64,$8.1M,50%
9044,CS Music,Salt Lake ...,USA,,Entertainm...,64,$11.8M,49%
9045,IzyCoffee,Izegem,Belgium,,Food,39,$8.4M,71%
9046,BOLD Realty,Fayettevil...,,,Real Estat...,39,$4.7M,67%
9047,Mmmly,BRIARCLIFF...,USA,,Food,39,$8.4M,71%
9048,UK Citizenship ...,London,UK,,Trade,39,$0,68%
9049,AYA,Etterbeek,Belgium,,Consulting,39,$6.9M,67%
9050,Canadian North,Calgary,CAN,,Aviation,882,$303.8M,6%
9051,The Robinson Gr...,Phoenix,USA,,Leasing Re...,39,$0,70%
9052,Redwood Service...,Memphis,USA,,Consumer,39,$7.8M,68%
9053,Servantes bv,Aalst,Belgium,,Recruiting,39,$3.7M,65%
9054,Bucknell Univer...,Lewisburg,USA,,Education,39,$5.6M,68%
9055,Cira Tek,Springfiel...,USA,,Informatio...,39,$0,67%
9056,Talent Focus Re...,Bella Vist...,Australia,,Recruiting,39,$3.7M,65%
9057,Montirex LTD.,Liverpool,UK,,Apparel,39,$7.1M,67%
9058,PAPAYA,Tel Aviv-Y...,isr,,Gaming,335,$84.6M,52%
9059,JumpGrowth,Dallas,USA,,Tech Servi...,67,$8.7M,49%
9060,Uncountable,San Franci...,USA,,Tech Servi...,67,$8.7M,49%
9061,Petoskey Plasti...,Petoskey,USA,,Plastics,314,$35M,10%
9062,Letterboxd,Auckland,,,Entertainm...,73,$13.5M,48%
9063,Midwest Trust C...,Kansas Cit...,USA,,Finance,128,$26.9M,7%
9064,Arosa Care,Los Angele...,USA,,Social Ser...,605,$75.6M,4%
9065,Abel Noser,New York C...,USA,,Investment...,70,$14.3M,7%
9066,Algory Capital,Atlanta,USA,,Investment...,76,$17.3M,49%
9067,Span Constructi...,Madera,USA,,Constructi...,315,$114.2M,10%
9068,Fit Pros,San Franci...,USA,,Health,79,$21.3M,48%
9069,ROBE Lighting,Roznov pod...,,,Electronic...,172,$46.4M,7%
9070,Sollum Technolo...,Montreal,CAN,,Biotech,71,$11M,21%
9071,BET Software,Durban,SA,,Tech Servi...,428,$77.6M,55%
9072,Qblox,Delft,,,Tech Servi...,85,$12.3M,49%
9073,Knower,Carnaxide,Portugal,,HR,85,$17.1M,49%
9074,Eqraft,Emmeloord,Netherlands,,Industrial,85,$30M,48%
9075,SonoThera,San Franci...,USA,$60.8M,Biotech,31,$2.4M,39%
9076,PneumoWave,Eurocentra...,,$12.3M,Biotech,31,$2.4M,39%
9077,The Fuller Brus...,New York C...,USA,,Consumer,88,$22.1M,49%
9078,Putnam Plastics,Dayville,USA,,Medical Eq...,231,$58M,7%
9079,Protos Security,Hollins,USA,,Security,460,$100M,12%
9080,Ricardo Defense,Detroit,USA,,Defense,94,$29M,50%
9081,pirobase imperi...,KÃ¶ln,Germany,,Tech Servi...,100,$14.5M,50%
9082,Archive Resale,San Franci...,USA,$9.3M,Tech Servi...,100,$14.5M,48%
9083,LBBonline - Lit...,London,UK,,Marketing,109,$27.3M,49%
9084,H-TEC SYSTEMS,Augsburg,GEN,,Energy,353,$0,52%
9085,H-TEC SYSTEMS,Augsburg,Germany,,Energy,353,$0,52%
9086,Guy and O’Neill,Fredonia,USA,,Digital He...,118,$16.5M,49%
9087,The Bruce Compa...,Middleton,USA,,Consumer,159,$43.9M,7%
9088,Midjourney,San Franci...,USA,,AI,121,$16.9M,49%
9089,Augustine Casin...,Coachella,USA,,Casinos,115,$7.5M,7%
9090,ATK,Huntsville,USA,,Defense,136,$41.9M,49%
9091,Michaels Engine...,La Crosse,USA,,Engineerin...,136,$13.6M,49%
9092,Vianode,Oslo,Norway,,Environmen...,142,$32.8M,49%
9093,i am OTHER,Los Angele...,USA,,Entertainm...,437,$112M,55%
9094,APi Group,New Bright...,USA,,Constructi...,996,$3.7B,22%
9095,Azure Summit Te...,Washington...,USA,,Defense,193,$65.4M,50%
9096,Manitowoc Tool ...,Manitowoc,USA,,Machinery,101,$35.7M,7%
9097,EPC Power Corp,San Diego,USA,,Electronic...,205,$55.2M,50%
9098,Lamers Bus Line...,Howard,USA,,Transporta...,391,$160.3M,9%
9099,Zenchef,75002,,,Tech Servi...,232,$37M,50%
9100,Lighthouse,,,,Transporta...,94,$30.8M,20%
9101,ZIN Technologie...,Parma Heig...,USA,,Defense,250,$84.7M,7%
9102,Matchpoint Ther...,,,$100M,Biotech,37,$2.9M,11%
9103,The Job Store S...,Denver,USA,,Recruiting,87,$10.4M,6%
9104,Wade Marketing,Remote - G...,USA,,Advertisin...,44,$0,69%
9105,CEOX,Bend,USA,,Executive ...,44,$0,69%
9106,Sciens Logistic...,Miami,USA,,Transporta...,44,$11.5M,70%
9107,LeaseTeq,Pfäffikon ...,Switzerland,,Finance,44,$7.4M,68%
9108,Amiblu Poland,Dąbrowa Gó...,Poland,,Constructi...,44,$5.1M,71%
9109,Surge AI,San Franci...,USA,,Software,44,$5.6M,72%
9110,Reflex Aerospac...,Berlin,Germany,,Defense an...,44,$0,69%
9111,FrenzoPay,Noida,IND,,Finance,44,$3.7M,68%
9112,Infinite Commer...,,USA,,Online and...,44,$0,69%
9113,Dcycle,Madrid,Spain,,Software,44,$5.6M,72%
9114,Commercial Air,Lebanon,USA,,Constructi...,44,$10.2M,71%
9115,Phosphorus,New York C...,USA,,Biotech,44,$6.8M,71%
9116,Websoft Technol...,Dublin,IE,,Software,44,$5.6M,72%
9117,Tevard Bioscien...,Boston,,,Biotech,44,$6.8M,71%
9118,Allegheny Metal...,Volga,USA,,Mining,44,$8.6M,70%
9119,Hoosier Consult...,Bloomingto...,USA,,Consulting,44,$7.7M,67%
9120,Target Metal Bl...,Chicago,USA,,Automotive,44,$11.6M,70%
9121,HoneyCar,Winchester,USA,,Automotive,44,$11.6M,70%
9122,YMCA of Greater...,,USA,,NonProfit,222,$15M,7%
9123,Dilworth Paxson,Philadelph...,USA,,Legal,282,$83.8M,7%
9124,Zam Zam,East Pay,,,Philanthro...,594,$0,57%
9125,GIVA,,,,Consumer,586,$183.9M,57%
9126,FGD,Leeuwarden,USA,,Insurance,351,$96.5M,52%
9127,McCluskey Chevr...,,USA,,Automotive,239,$86.8M,7%
9128,Thomas Park,Annapolis,USA,,Real Estat...,48,$5.8M,57%
9129,ARDX,Norfolk,USA,,Consulting,88,$19.4M,7%
9130,BioGX,Birmingham,USA,,Biotech,88,$13.6M,6%
9131,PCM TRIALS - Qu...,Denver,USA,,Research,325,$41.4M,9%
9132,Redirect Health,Phoenix,USA,,Hospital/H...,179,$53.2M,7%
9133,Zalat Pizza,Dallas,USA,,Restaurant...,106,$18.6M,21%
9134,Weinberg Campus,Getzville,USA,,Hospital/H...,195,$57.9M,6%
9135,Epika Fleet Ser...,Minneapoli...,USA,,Transporta...,47,$12.3M,13%
9136,Universal Pure,Villa Rica,Georgia,,Food,376,$126.9M,24%
9137,Wealth Associat...,Stellenbos...,South Africa,,Finance,49,$8.2M,71%
9138,Strive Enterpri...,Las Vegas,USA,,Advertisin...,49,$0,69%
9139,Wireless Guardi...,Metairie,USA,,Security,49,$6.8M,67%
9140,Summit Technolo...,Washington...,USA,,Defense,49,$12.1M,69%
9141,SwiftStack,San Franci...,USA,$23.6M,Tech Servi...,49,$5.4M,68%
9142,Revology Cars,Orlando,USA,,Automotive,49,$12.9M,65%
9143,PORCH,Everywhere,Canada,,Think Tank...,49,$0,69%
9144,Spyder Construc...,Denver,USA,,Constructi...,49,$11.4M,68%
9145,Heartland Home,Iowa City,USA,,Constructi...,49,$11.4M,68%
9146,ThinkHat Softwa...,Philadelph...,USA,,Software,49,$6.3M,71%
9147,Chaberton Energ...,Washington...,USA,,Renewable ...,49,$0,69%
9148,Outcast,Mermaid Wa...,Australia,,Retail,49,$8.9M,70%
9149,Zing Coach,Munich,Germany,,Fitness,49,$0,69%
9150,Omnicloud Consu...,Burlington,USA,,Tech Servi...,49,$5.7M,68%
9151,Wavemakers Unit...,The Hague,Netherlands,,Civic and ...,49,$0,69%
9152,UtiliSource,Jonesburg,USA,,Utilities,49,$8.6M,73%
9153,Kin,Wellington,New Zealand,,Recruiting,49,$4.7M,71%
9154,AMETEK FMH Aero...,Orange Cou...,USA,,Aviation,299,$80.9M,49%
9155,Arning Companie...,Cassville,USA,,Constructi...,151,$48.2M,6%
9156,Archer Integrat...,Kansas Cit...,USA,,Tech Servi...,755,$153.3M,23%
9157,QUALITY ENCLOSU...,Sarasota,USA,,Materials,121,$38.8M,6%
9158,Priority Contra...,Dallas,USA,,Constructi...,236,$75.3M,50%
9159,ShipHero,Lakeland,USA,,Logistics ...,245,$15M,7%
9160,H2 Green Steel,,,,Mining,308,$94.3M,52%
9161,VideoRay,Pottstown,USA,,Maritime,86,$22.8M,34%
9162,Goodspeed Music...,East Hadda...,USA,,Arts,137,$35M,6%
9163,Veritex Communi...,University...,USA,,Banking,783,$230.2M,9%
9164,Cohn Restaurant...,San Diego,USA,,Hospitalit...,279,$78M,7%
9165,Nanoscope Thera...,Dallas,,$12.8M,Biotech,34,$2.6M,27%
9166,Cascade Die Cas...,Wyoming,USA,,Automotive,264,$95.8M,6%
9167,Guardify,,USA,,Technology...,27,$0,69%
9168,Building Commun...,Perth,Australia,,Constructi...,54,$14.1M,67%
9169,Blu Omega,Washington...,USA,,Tech Servi...,54,$7M,68%
9170,Quadrazon Pvt L...,Edison,USA,,Advertisin...,27,$0,69%
9171,CutterCroix,Middleburg...,USA,,Tech Servi...,27,$2.7M,73%
9172,Notaire and Bre...,Rennes,France,,Legal,54,$13.1M,70%
9173,Wirks Moving an...,Atlanta,USA,,Trucking,27,$0,69%
9174,TITLE mag,,USA,,Book and P...,27,$0,69%
9175,Mantras2Success...,Ahmedabad,IND,,Technology...,27,$0,69%
9176,Hi-Tec Pharma T...,Wyszków,Poland,,Trucking,27,$0,69%
9177,Ercess Live | M...,Noida,IND,,Marketing ...,27,$1.1M,63%
9178,OnMyWay,,USA,,Mobile Com...,27,$0,69%
9179,Bluebird Staffi...,Pittsburgh,USA,,Recruiting,27,$2.3M,63%
9180,WElink Homes,Carrickmin...,Ireland,,Constructi...,54,$14.1M,67%
9181,PPB Capital Par...,Philadelph...,USA,,Finance,54,$10.2M,67%
9182,TriTechne,Conway,USA,,Telecom,54,$15.8M,71%
9183,Employee Hub,Kota,IND,,Consulting,54,$5.3M,69%
9184,Hospital.ie - J...,Dublin,IE,,Recruiting,27,$2.3M,63%
9185,Webmefy - Shopi...,Madrid,Spain,,Tech Servi...,27,$2.7M,73%
9186,Smart Lion Priv...,Satalite,IND,,HR,54,$4.9M,68%
9187,Moha,Lille,France,,Consulting,54,$10.7M,69%
9188,PRESTIGE EXPEDI...,Houston,USA,,Freight an...,27,$0,69%
9189,aad,Dublin,IE,,Design Ser...,27,$0,69%
9190,WyssandLila,Zug,Switzerland,,Engineerin...,27,$1.9M,71%
9191,Emergence Insur...,Sydney,AUS,,Insurance,54,$10.7M,69%
9192,CodeMax Medical...,Los Angele...,USA,,Hospital/H...,27,$0,69%
9193,Warmly,,,,Analytics,54,$6.8M,67%
9194,Aspire365,Sandy,USA,,Hospital/H...,27,$0,69%
9195,Fragrance Du Bo...,New York C...,USA,,Retail Lux...,27,$0,69%
9196,Sonu,Cape Town,South Africa,,Furniture ...,54,$0,69%
9197,Pixel Photonics,Münster,Germany,,Research S...,27,$0,69%
9198,Ikotek USA,San Diego,USA,,Electronic...,27,$4.6M,67%
9199,Otium Capital,Paris,France,,Venture Ca...,54,$0,69%
9200,New Tales,Paris,France,,Gaming,27,$3.8M,67%
9201,Shoparize,Amsterdam,Netherlands,,Technology...,27,$0,69%
9202,Arcadea Group,Toronto,CAN,,Investment...,27,$4.3M,67%
9203,Avantier,North Plai...,USA,,Engineerin...,27,$0,69%
9204,Fiberify,Wilson,USA,,Computer a...,27,$0,69%
9205,dema.ai,Stockholm,SWE,,Data Infra...,27,$0,69%
9206,ElastIQ-Connect...,'s-Hertoge...,Netherlands,,Tech Servi...,158,$25.2M,49%
9207,Up Banking,,Australia,,Banking,158,$36.5M,48%
9208,Assisted Living...,Atlanta,,,Marketing,795,$278.3M,65%
9209,Circle City ABA,Evansville,USA,,Hospital/H...,155,$3.5M,49%
9210,Chief Buildings,Grand Isla...,USA,,Materials,281,$99.2M,6%
9211,Stanley 1913,Seattle,USA,,Consumer,437,$137.1M,54%
9212,Walbro Engine M...,Casas Adob...,USA,,Engineerin...,324,$40.5M,9%
9213,Tillamook Count...,Tillamook,USA,,Dairy,922,$75M,6%
9214,Meli,Geelong,aus,,Nonprofit,338,$0,51%
9215,Silverton Casin...,Las Vegas,USA,,Casinos,362,$15M,9%
9216,The Faulkner Or...,Feastervil...,USA,,Automotive,474,$195.5M,54%
9217,Glenwood Behavi...,Smyrna,USA,,Social Ser...,350,$43.8M,8%
9218,TSS,Warsaw,Poland,,Tech Servi...,125,$9.1M,48%
9219,Yucca Solutions,Vevey,Switzerland,,Tech Servi...,125,$18.1M,48%
9220,Fiola,Washington...,USA,,Restaurant...,288,$55.4M,49%
9221,TechMD,South Coas...,USA,,Tech Servi...,153,$24.4M,47%
9222,Mitsogo,San Franci...,USA,,Tech Servi...,350,$63.4M,52%
9223,Escuela Oficial...,Madrid,Spain,,Education,119,$21.4M,48%
9224,Reston Limousin...,Dulles Tow...,USA,,Transporta...,189,$68.2M,6%
9225,Protagonist The...,Newark,,$67M,Biotech,148,$28.7M,20%
9226,Auto Tech,,USA,,Automotive,664,$273.9M,61%
9227,Romero Games Lt...,Galway,Ireland,,Gaming,59,$10.7M,72%
9228,Nucleome Therap...,Oxford,,,Biotech,56,$8.7M,39%
9229,Thiga España,Madrid,Germany,,Consulting,59,$11.7M,69%
9230,Tacto Technolog...,Munich,,,Tech Servi...,59,$7.7M,68%
9231,aam2core Holdin...,Frankfurt,Germany,,Real Estat...,59,$8M,69%
9232,Function Oncolo...,San Diego,,$28M,Biotech,28,$2.2M,44%
9233,Fertility Cente...,Reading,USA,,Medical Of...,39,$8.4M,9%
9234,ECOTEC,Sallent,SPA,,Environmen...,306,$80.3M,51%
9235,Creative Financ...,Miami,USA,,Finance,113,$23.7M,49%
9236,Honigman,Detroit,USA,,Legal,730,$275.9M,8%
9237,Turtle Beach,San Diego,USA,,Electronic...,303,$92.8M,8%
9238,Meitheal Pharma...,Chicago,USA,,Pharma,102,$20.5M,20%
9239,Loulou Restaura...,Paris,France,,Restaurant...,104,$18.2M,50%
9240,Extrastaff Recr...,,New Zealand,,Recruiting,104,$12.5M,48%
9241,Immigration And...,London,UK,,HR,104,$20.9M,49%
9242,89bio,,,,Biotech,104,$16.1M,49%
9243,Elevation Land ...,Houston,USA,,Engineerin...,131,$13.1M,20%
9244,Certified Sourc...,Tulsa,USA,,Recruiting,78,$9.4M,4%
9245,metaforce,Stockholm,SWE,,Tech Servi...,101,$14.6M,49%
9246,Alight,Stockholm,SWE,,Environmen...,101,$21.2M,49%
9247,Atawey,LE BOURGET...,,,Environmen...,101,$21.2M,49%
9248,BuildCentral,Chicago,USA,,Tech Servi...,62,$8.1M,5%
9249,Rhode Island Me...,Warwick,USA,,Medical Of...,240,$71.3M,6%
9250,MÃœV Fitness,Spokane,USA,,Health,166,$49.3M,20%
9251,Zest Consulting,Pleasanton,USA,,Tech Servi...,95,$13.8M,47%
9252,USDA National B...,Manhattan,USA,,Research,95,$9.7M,49%
9253,Outside,,,,Publishing,713,$242.6M,8%
9254,s IM Immobilien...,Graz,Austria,,Real Estat...,32,$3.8M,71%
9255,Blazity,Warsaw,Poland,,Software,32,$2M,63%
9256,WILLBERT by EUR...,,Poland,,Electronic...,32,$3.1M,67%
9257,Remoto Workforc...,Los Angele...,USA,,HR,32,$5.1M,72%
9258,UDIA SA,Adelaide,Australia,,Nonprofit,32,$0,67%
9259,Services SFT,Montreal,CAN,,Hospital/H...,32,$1.7M,68%
9260,Letterhead,Miami,USA,,Technology...,32,$0,68%
9261,HJ-Energi,Dronninglu...,Denmark,,Engineerin...,32,$2.6M,65%
9262,Gods House,Beaumont,USA,,,32,$0,68%
9263,Harmony Home Lo...,Las Vegas,USA,,Finance,32,$5.4M,69%
9264,Highland Privat...,Seattle,USA,,Finance,32,$5.4M,69%
9265,NEXT176,Johannesbu...,South Africa,,Finance,32,$5.4M,69%
9266,GigFire,Las Vegas,USA,,Technology...,32,$0,68%
9267,TIMVERO,London,UK,,Fintech,32,$3.3M,67%
9268,AHL Logics,Minneapoli...,,,Tech Servi...,32,$3.7M,72%
9269,22nd Century So...,Washington...,USA,,Software,32,$4.1M,63%
9270,OOONA,Tel Aviv,israel,,Translatio...,32,$0,67%
9271,RCE IT Resource,Silicon Va...,USA,,Tech Servi...,32,$3.7M,72%
9272,NICE,Washington...,USA,,Computer a...,32,$0,68%
9273,Cyclopure,Encinitas,USA,,Environmen...,32,$5.4M,69%
9274,The Swiss Quali...,Luzern,Germany,,Informatio...,32,$0,71%
9275,OneSparQ,Atlanta,USA,,Recruiting,32,$3.1M,63%
9276,Xinnor,Haifa,israel,,Tech Servi...,32,$3.7M,72%
9277,Rank the Vote,Boston,USA,,Civic and ...,32,$0,68%
9278,Pitch N Hire,Noida,IND,,Technology...,32,$0,68%
9279,Rubicon Technic...,Dublin,IE,,Facilities,32,$6.1M,71%
9280,ifal - Online E...,Tel Aviv,israel,,E-Learning...,32,$0,67%
9281,Core Industrial...,Mount Vern...,USA,,Repair and...,32,$0,68%
9282,Balihoo,Boise City,USA,$26.5M,Tech Servi...,32,$3.5M,67%
9283,ERGONAV GROUP,New York C...,USA,,Maritime T...,32,$0,68%
9284,Loonyheads,Dublin,IE,,Advertisin...,32,$0,68%
9285,Lockit QA,Warsaw,Poland,,Gaming,32,$2.6M,67%
9286,Pellucere,Houston,USA,,Environmen...,32,$5.4M,69%
9287,Penn Sustainabi...,Philadelph...,USA,,Consulting,32,$5.6M,71%
9288,Penn Spark,Philadelph...,USA,,Software,32,$4.1M,63%
9289,Fiverr Gig Prom...,Leeds,UK,,E-Learning...,568,$0,57%
9290,Crystal,Amsterdam,Netherlands,,Fintech,92,$12M,50%
9291,Scrumconnect Co...,London,UK,,Tech Servi...,92,$13.3M,47%
9292,NAVERIS,Natick,,$51M,Biotech,85,$13.2M,21%
9293,The Ritedose Co...,Columbia,USA,,Pharma,345,$69.3M,8%
9294,Kobe Aluminum A...,Bowling Gr...,USA,,Automotive,307,$126.6M,9%
9295,Evriholder Prod...,Orange Cou...,USA,,Consumer,79,$19.8M,5%
9296,Wintergreen Res...,Nellysford,USA,,Hospitalit...,397,$126M,8%
9297,Brown Bag,Knoxville,USA,,Restaurant...,100,$17.5M,43%
9298,HLTH,New York C...,USA,,Events,86,$17.6M,47%
9299,IBERION,Warsaw,Poland,,Media,86,$8.8M,49%
9300,Asbury Carbons,Asbury,USA,,Mining,161,$43.4M,6%
9301,Woodard Cleanin...,Webster Gr...,USA,,Facilities,161,$42.3M,6%
9302,NexWafe GmbH,Freiburg I...,,,Environmen...,83,$17.4M,49%
9303,Buckeye State C...,Cleveland,USA,,Banking,63,$11.9M,4%
9304,mezeh mediterra...,Washington...,USA,,Restaurant...,91,$15.9M,21%
9305,HighVista Strat...,Boston,USA,,Investment...,80,$18.2M,48%
9306,PARLOUR,Louisville,USA,,Hospitalit...,357,$113.3M,52%
9307,Navitas Systems,Detroit,,,Environmen...,146,$33.7M,6%
9308,SiPearl,Maisons-La...,France,,Semiconduc...,183,$55.4M,48%
9309,ProCell Therapi...,Austin,USA,,Biotech,77,$11.9M,47%
9310,Walton Press,Monroe,USA,,Publishing,80,$19.4M,4%
9311,Hull and East Y...,Hull,,,Hospital/H...,283,$84.1M,49%
9312,ENT Partners,Minneapoli...,USA,,Executive ...,20,$1.7M,11%
9313,Signal 88 Secur...,Omaha,USA,,Security,74,$11.6M,48%
9314,Cedars Preschoo...,Locust Gro...,USA,,Education,74,$12M,49%
9315,Loop Returns,Columbus,USA,$24.3M,Tech Servi...,310,$57.1M,51%
9316,Cyclotron Inc. ...,San Franci...,USA,,Tech Servi...,171,$27.3M,48%
9317,UberCloud,Silicon Va...,USA,$6.94M,Tech Servi...,71,$9M,48%
9318,FoodLabs,Berlin,Germany,,Foodtech,71,$10.9M,50%
9319,TradesMAX Staff...,Charlotte,USA,,Recruiting,37,$3.6M,64%
9320,ESTIEM LG Aveir...,Aveiro,Portugal,,Non-profit...,37,$0,68%
9321,Saddle Rock Leg...,Phoenix,USA,,Legal,37,$8M,63%
9322,Assist,Haugesund,Norway,,Hardware,37,$11.8M,70%
9323,CareerWise Recr...,Shannon,Ireland,,Recruiting,37,$3.6M,64%
9324,Digital Partner...,,Spain,,Consulting,37,$6.5M,70%
9325,Houston TX Hot ...,Las Vegas,USA,,Restaurant...,37,$5.2M,72%
9326,Phoenix Enterpr...,Boise,USA,,Recreation,37,$0,65%
9327,Customs Wise,Dublin,IE,,Wholesale ...,37,$0,68%
9328,All Talentz,Reynoldsbu...,USA,,Recruiting,37,$3.6M,64%
9329,Adviesraad Inte...,The Hague,Netherlands,,Public Pol...,37,$0,68%
9330,Awell Health,Brussels,,,Digital He...,37,$4.1M,70%
9331,Monash Associat...,Clayton,Australia,,Tech Servi...,37,$4.3M,71%
9332,New Native,Philadelph...,USA,,Software,37,$4.7M,64%
9333,Resi Capital,Kraków,Poland,,Leasing Re...,37,$0,68%
9334,CEEZER,Berlin,Germany,,Internet M...,37,$0,68%
9335,BETANDEAL,España,Spain,,Advertisin...,37,$0,68%
9336,First Draft,London,UK,,Newspapers,37,$7.5M,68%
9337,OBRIENS MARKET,Oregon,USA,,,37,$0,68%
9338,Xyant Technolog...,Norman,USA,,Technology,37,$6M,64%
9339,Kitty Poo Club,Wooster,USA,,Manufactur...,37,$0,69%
9340,3Rive Technolog...,Melbourne,Australia,,Software,37,$4.7M,64%
9341,AssuranceLab,Austin,USA,,Tech Servi...,37,$4.3M,71%
9342,Work Ready Okla...,Oklahoma C...,USA,,Profession...,37,$0,68%
9343,Virginia Underg...,Charlottes...,USA,,Real Estat...,37,$4.4M,70%
9344,Genomines,Paris,France,,Biotech,37,$5.7M,67%
9345,SSV Capital Ltd,London,UK,,Investment...,37,$6.7M,70%
9346,CCB,Racine,USA,,Tech Servi...,165,$26.3M,49%
9347,Wellmore Behavi...,Waterbury,USA,,Hospital/H...,215,$63.9M,6%
9348,bonify,Berlin,Germany,,Fintech,68,$8M,47%
9349,OUTLY,Denver,USA,,Tech Servi...,68,$8.9M,48%
9350,Clean Energy Le...,East Bay,USA,,Environmen...,159,$36.7M,49%
9351,Vera Therapeuti...,San Franci...,USA,$188.9M,Biotech,74,$5.7M,20%
9352,CFS Brands,Oklahoma C...,USA,,Restaurant...,353,$77.2M,8%
9353,Mojo Mortgages,Macclesfie...,UK,,Fintech,247,$35.3M,48%
9354,Afloat Training...,Ingleside,USA,,IT Securit...,156,$35M,49%
9355,Oceans of Energ...,Leiden,,,Utilities,65,$12.9M,47%
9356,Clark National ...,Lancaster,USA,,Wholesale,65,$3.5M,48%
9357,MjSeo Agency,Los Angele...,USA,,Cannabis,65,$15.8M,48%
9358,Allied Power,Baton Roug...,USA,,Energy/Oil,552,$169.1M,13%
9359,DneprInfo,,,,Newspapers,62,$0,47%
9360,LJ Rogers Truck...,Mebane,USA,,Transporta...,62,$18.3M,50%
9361,HFT,Pittsburgh,USA,,Constructi...,147,$46.9M,48%
9362,Apex Dermatolog...,Concord To...,USA,,Medical Of...,127,$34.3M,20%
9363,BrucePac Meat P...,Portland,USA,,Food,269,$79.9M,6%
9364,Valdese Weavers,Valdese,USA,,Textiles,369,$15M,8%
9365,Bierman Autism ...,Westfield,USA,,Hospital/H...,583,$196.8M,28%
9366,Kolbe Windows a...,Wausau,USA,,Materials,383,$153.7M,8%
9367,Family Resource...,Liberty La...,USA,,Social Ser...,455,$56.9M,39%
9368,Essentia Protei...,Ankeny,USA,,Food,270,$80.2M,6%
9369,Allergan Data L...,Los Angele...,USA,,Tech Servi...,223,$35.6M,49%
9370,Scarlet Pearl C...,DIberville,USA,,Casinos,357,$15M,8%
9371,New York and Co,New York C...,USA,,Tech Servi...,523,$94.8M,56%
9372,Calculatuindemn...,Barcelona,Spain,,Administra...,42,$0,68%
9373,eScience Instit...,,,,Research,42,$3.4M,70%
9374,Ombra,Orlando,USA,,Defense an...,42,$0,68%
9375,Consort Logisti...,Seffner,USA,,Transporta...,42,$11M,68%
9376,Purple Patch Co...,Sydney,AUS,,HR,42,$6.8M,67%
9377,PS Services,Waco,USA,,Tech Servi...,42,$4.9M,67%
9378,Measurlabs,Helsinki,Finland,,Internet M...,42,$0,68%
9379,Propel Impact,Ottawa,Canada,,Strategic ...,42,$0,68%
9380,Gaming Factory ...,Warszawa,Poland,,Gaming,42,$3.4M,70%
9381,GVR BUSINESS TR...,Kochi,IND,,Tech Servi...,42,$2.4M,67%
9382,The University ...,Tuscaloosa,USA,,Education,42,$6M,67%
9383,Carbon Equity,Amsterdam,Netherlands,,Investment...,42,$7.6M,70%
9384,Monarch Nationa...,Tallahasse...,USA,,Insurance ...,42,$0,68%
9385,MHA - Springfie...,Springfiel...,USA,,NonProfit,185,$7.5M,6%
9386,Itvedant Educat...,Thane,IND,,Education,551,$62M,56%
9387,Consolidated An...,Los Angele...,USA,,Finance,398,$104.5M,8%
9388,Pear Bio,London,UK,,Biotech,46,$7.1M,41%
9389,ForeFlight,Houston,USA,,Airlines a...,466,$35M,40%
9390,Pioneer Managem...,Minneapoli...,USA,,Consulting,83,$18.3M,4%
9391,simpliHŌM,Nashville,USA,,Real Estat...,344,$64.5M,23%
9392,Tri City Glass ...,Appleton,USA,,Concreate,66,$35M,4%
